Mã bản tin,Tên xe,Giá tiền,Ngày đăng tin,Năm sản xuất,Nhiên liệu,Kiểu dáng,Tình trạng,Số km đã đi,Hộp số,Xuất xứ,Địa điểm,URL,Giá tiền (triệu),Số km đã đi (km)
23304605,Toyota Innova 2.0G 2017,516 triệu,31/03/2025,2017,Máy xăng,MPV,Xe cũ,158.000 km,Số tự động,Trong nước,Cầu Giấy - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/xe-di-15-van-8km-trong-nuoc-may-xang-7-cho-aidxc23304605,516,158000
23322136,Toyota Innova 2.0E 2017,389 triệu,15/05/2025,2017,Máy xăng,MPV,Xe cũ,141.000 km,Số sàn,Trong nước,Cầu Giấy - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/xe-trong-nuoc-may-xang-7-cho-aidxc23322136,389,141000
23358035,Toyota Innova 2.0E 2018,375 triệu,26/09/2025,2018,Máy xăng,MPV,Xe cũ,70.000 km,Số sàn,Trong nước,Đông Anh - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/xe-tu-nhan-ko-taxi-dich-vu-aidxc23358035,375,70000
23372600,Toyota Innova 2.0E 2020,485 triệu,3/10/2025,2020,Máy xăng,MPV,Xe cũ,50.000 km,Số sàn,Trong nước,Hải Dương,https://oto.com.vn/mua-ban-xe-toyota-innova-hai-duong/so-san-tai-aidxc23372600,485,82159.70347
23371755,Toyota Innova 2.0G 2010,165 triệu,30/09/2025,2010,Máy xăng,MPV,Xe cũ,12.345 km,Số sàn,Nhập khẩu,Hải Phòng,https://oto.com.vn/mua-ban-xe-toyota-innova-hai-phong/2010-g-12345-km-aidxc23371755,165,12345
23374069,Toyota Innova 2.0V 2011,228 triệu,7/10/2025,2011,Máy xăng,MPV,Xe cũ,50.000 km,Số tự động,Trong nước,Hải Phòng,https://oto.com.vn/mua-ban-xe-toyota-innova-hai-phong/2011-so-tu-dong-tai-aidxc23374069,228,82159.70347
23368121,Toyota Innova 2.0V 2012,295 triệu,20/09/2025,2012,Máy xăng,MPV,Xe cũ,50.000 km,Số tự động,Nhập khẩu,Hải Phòng,https://oto.com.vn/mua-ban-xe-toyota-innova-hai-phong/2012-so-tu-dong-tai-aidxc23368121,295,82159.70347
23348112,Toyota Innova 2017,395 triệu,8/10/2025,2017,Máy xăng,SUV,Xe cũ,100.000 km,Số tự động,Trong nước,An Lão - Hải Phòng,https://oto.com.vn/mua-ban-xe-toyota-innova-hai-phong/2017-2018-so-san-cu-gia-tot-aidxc23348112,395,100000
23355901,Toyota Innova 2.0E 2017,395 triệu,20/09/2025,2017,Máy xăng,MPV,Xe cũ,120.000 km,Số tự động,Trong nước,An Lão - Hải Phòng,https://oto.com.vn/mua-ban-xe-toyota-innova-hai-phong/chat-luong-dat-90-aidxc23355901,395,120000
23370729,Toyota Innova 2.0E 2016,368 triệu,26/09/2025,2016,Máy xăng,MPV,Xe cũ,80.000 km,Số tự động,Trong nước,An Lão - Hải Phòng,https://oto.com.vn/mua-ban-xe-toyota-innova-hai-phong/noi-that-rong-rai-chu-di-giu-gin-aidxc23370729,368,80000
23279047,Toyota Innova 2016,358 triệu,15/09/2025,2016,Máy xăng,SUV,Xe cũ,151.667 km,Số tự động,Trong nước,Đồ Sơn - Hải Phòng,https://oto.com.vn/mua-ban-xe-toyota-innova-hai-phong/phom-moi-2016-2017-cu-gia-tot-aidxc23279047,358,151667
23363154,Toyota Innova 2.0E 2014,260 triệu,8/9/2025,2014,Máy xăng,MPV,Xe cũ,150.000 km,Số sàn,Trong nước,Hải Phòng,https://oto.com.vn/mua-ban-xe-toyota-innova-hai-phong/phom-moi-xe-gia-dinh-may-zin-keo-chi-zin-aidxc23363154,260,150000
23347693,Toyota Innova 2.0E 2020,495 triệu,28/07/2025,2020,Máy xăng,MPV,Xe cũ,80.000 km,Số sàn,Trong nước,An Lão - Hải Phòng,https://oto.com.vn/mua-ban-xe-toyota-innova-hai-phong/trang-bi-full-option-gia-tot-aidxc23347693,495,80000
23339249,Toyota Innova 2018,428 triệu,8/7/2025,2018,Máy xăng,SUV,Xe cũ,100.000 km,Số tự động,Trong nước,An Lão - Hải Phòng,https://oto.com.vn/mua-ban-xe-toyota-innova-hai-phong/xe-dep-ban-e-aidxc23339249,428,100000
23336327,Toyota Innova 2.0E 2016,368 triệu,30/06/2025,2016,Máy xăng,SUV,Xe cũ,121.602 km,Số tự động,Trong nước,An Lão - Hải Phòng,https://oto.com.vn/mua-ban-xe-toyota-innova-hai-phong/xe-dep-chu-di-giu-gin-xem-xe-tai-aidxc23336327,368,121602
23343453,Toyota Innova 2.0E 2017,398 triệu,19/07/2025,2017,Máy xăng,SUV,Xe cũ,170.000 km,Số sàn,Trong nước,An Lão - Hải Phòng,https://oto.com.vn/mua-ban-xe-toyota-innova-hai-phong/xe-dep-quoc-dan-gia-tot-thuong-luong-aidxc23343453,398,170000
23371761,Toyota Innova 2.0E 2018,420 triệu,30/09/2025,2018,Máy xăng,MPV,Xe cũ,10.000 km,Số sàn,Trong nước,Hậu Giang,https://oto.com.vn/mua-ban-xe-toyota-innova-hau-giang/2018-20e-10000-km-aidxc23371761,420,10000
23334115,Toyota Innova 2.0G 2022,690 triệu,19/06/2025,2022,Máy xăng,MPV,Xe cũ,52.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/1-chu-tu-dau-xe-gia-dinh-aidxc23334115,690,52000
23361451,Toyota Innova 2.0E 2020,519 triệu,3/9/2025,2020,Máy xăng,MPV,Xe cũ,103.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/103000-km-aidxc23361451,519,103000
23330252,Toyota Innova 2.0E 2016,345 triệu,7/6/2025,2016,Máy xăng,MPV,Xe cũ,120.000 km,Số sàn,Trong nước,Bình Tân - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/120000km-zin-1-doi-chu-aidxc23330252,345,120000
23363648,Toyota Innova 2.0E 2021,545 triệu,10/9/2025,2021,Máy xăng,MPV,Xe cũ,122.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/122000-km-aidxc23363648,545,122000
23362835,Toyota Innova 2.0 Venturer AT 2018,522 triệu,6/9/2025,2018,Máy xăng,MPV,Xe cũ,126.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/126000-km-aidxc23362835,522,126000
23361454,Toyota Innova 2.0E 2016,328 triệu,3/9/2025,2016,Máy xăng,MPV,Xe cũ,176.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/176000-km-aidxc23361454,328,176000
23369669,Toyota Innova 2.0E 2018,440 triệu,24/09/2025,2018,Máy xăng,MPV,Xe cũ,114.500 km,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/1980-114500-km-aidxc23369669,440,114500
23373384,Toyota Innova 2.0G 2010,220 triệu,5/10/2025,2010,Máy xăng,MPV,Xe cũ,180.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2-71-2010-g-180000-km-aidxc23373384,220,180000
23371448,Toyota Innova 2.0V 2010,255 triệu,29/09/2025,2010,Máy xăng,MPV,Xe cũ,155.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/20-2010-v-may-so-zin-rat-dep-aidxc23371448,255,155000
23374999,Toyota Innova 2.0E 2016,365 triệu,9/10/2025,2016,Máy xăng,MPV,Xe cũ,95.654 km,Số sàn,Trong nước,Bắc Từ Liêm - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/20-e-so-san-nau-anh-kim-aidxc23374999,365,95654
23339100,Toyota Innova 2.0G 2016,445 triệu,8/7/2025,2016,Máy xăng,MPV,Xe cũ,99.000 km,Số tự động,Trong nước,Quận 5 - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/20-g-2016-aidxc23339100,445,99000
23372623,Toyota Innova 2.0J 2007,128 triệu,3/10/2025,2007,Máy xăng,MPV,Xe cũ,123.456 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2007-j-full-g-chinh-chu-aidxc23372623,128,123456
23374467,Toyota Innova 2007,178 triệu,8/10/2025,2007,Máy xăng,MPV,Xe cũ,50.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2007-tai-tp-aidxc23374467,178,82159.70347
23373099,Toyota Innova 2.0G 2008,137 triệu,4/10/2025,2008,Máy xăng,MPV,Xe cũ,167.890 km,Số sàn,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2008-g-167890-km-aidxc23373099,137,167890
23367285,Toyota Innova 2.0G 2008,198 triệu,18/09/2025,2008,Máy xăng,MPV,Xe cũ,168.000 km,Số sàn,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2008-g-xe-zin-aidxc23367285,198,168000
23371108,Toyota Innova 2.0G 2009,210 triệu,28/09/2025,2009,Máy xăng,MPV,Xe cũ,105.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2009-g-105000-km-aidxc23371108,210,105000
23370881,Toyota Innova 2.0G 2009,208 triệu,27/09/2025,2009,Máy xăng,MPV,Xe cũ,140.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2009-g-140000-km-aidxc23370881,208,140000
23372921,Toyota Innova 2.0G 2009,195 triệu,4/10/2025,2009,Máy xăng,MPV,Xe cũ,153.000 km,Số sàn,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2009-g-153000-km-aidxc23372921,195,153000
23367775,Toyota Innova 2.0G 2009,186 triệu,19/09/2025,2009,Máy xăng,MPV,Xe cũ,172.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2009-g-172000-km-aidxc23367775,186,172000
23375070,Toyota Innova 2.0V 2009,225 triệu,9/10/2025,2009,Máy xăng,MPV,Xe cũ,170 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2009-v-tu-dong-aidxc23375070,225,170
23364305,Toyota Innova 2.0G 2010,205 triệu,11/9/2025,2010,Máy xăng,MPV,Xe cũ,139.000 km,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2010-g-so-san-doi-cuoi-2010-aidxc23364305,205,139000
23372276,Toyota Innova 2.0G 2010,230 triệu,2/10/2025,2010,Máy xăng,MPV,Xe cũ,150.000 km,Số sàn,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2010-g-sr-150000-km-aidxc23372276,230,150000
23373523,Toyota Innova 2010,178 triệu,6/10/2025,2010,Máy xăng,Van/Minivan,Xe cũ,135.000 km,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2010-g-xin-aidxc23373523,178,135000
23375172,Toyota Innova 2010,210 triệu,9/10/2025,2010,Máy xăng,MPV,Xe cũ,125.000 km,Số sàn,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2010-so-san-tai-tp-aidxc23375172,210,125000
23372272,Toyota Innova 2.0V 2010,255 triệu,2/10/2025,2010,Máy xăng,MPV,Xe cũ,143.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2010-v-so-tu-dong-bstpxe-gia-dinh-aidxc23372272,255,143000
23371794,Toyota Innova 2.0V 2011,260 triệu,30/09/2025,2011,Máy xăng,MPV,Xe cũ,180 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2011-v-di-ki-aidxc23371794,260,180
23366215,Toyota Innova 2.0G 2012,285 triệu,16/09/2025,2012,Máy xăng,MPV,Xe cũ,112.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2012-20g-112000-km-so-tu-dong-aidxc23366215,285,112000
23366023,Toyota Innova 2.0E 2012,265 triệu,15/09/2025,2012,Máy xăng,MPV,Xe cũ,90.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2012-e-90000-km-aidxc23366023,265,90000
23369348,Toyota Innova 2.0G 2013,282 triệu,23/09/2025,2013,Máy xăng,Van/Minivan,Xe cũ,110.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2013-20g-110000-km-aidxc23369348,282,110000
23373411,Toyota Innova 2.0G 2013,299 triệu,5/10/2025,2013,Máy xăng,MPV,Xe cũ,170.000 km,Số tự động,Trong nước,Bình Chánh - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2013-20g-170000-km-aidxc23373411,299,170000
23371151,Toyota Innova 2.0V 2013,315 triệu,28/09/2025,2013,Máy xăng,MPV,Xe cũ,120.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2013-20v-120000-km-xe-gia-dinh-aidxc23371151,315,120000
23375293,Toyota Innova 2.0V 2013,315 triệu,10/10/2025,2013,Máy xăng,MPV,Xe cũ,90.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2013-20v-90000-km-aidxc23375293,315,90000
23374561,Toyota Innova 2013,196 triệu,8/10/2025,2013,Máy xăng,MPV,Xe cũ,108.000 km,Số sàn,Nhập khẩu,Cần Giờ - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2013-chinh-chu-ban-aidxc23374561,196,108000
23373953,Toyota Innova 2.0J 2013,195 triệu,7/10/2025,2013,Máy xăng,MPV,Xe cũ,100.000 km,Số sàn,Trong nước,Hóc Môn - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2013-j-100000-km-aidxc23373953,195,100000
23373825,Toyota Innova 2.0E 2014,215 triệu,6/10/2025,2014,Máy xăng,MPV,Xe cũ,100.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2014-20e-100000-km-aidxc23373825,215,100000
23365840,Toyota Innova 2.0G 2014,330 triệu,15/09/2025,2014,Máy xăng,MPV,Xe cũ,102.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2014-20g-102000-km-aidxc23365840,330,102000
23373917,Toyota Innova 2.0G 2014,268 triệu,7/10/2025,2014,Máy xăng,SUV,Xe cũ,65.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2014-20g-65000-km-aidxc23373917,268,65000
23366126,Toyota Innova 2.0E 2014,288 triệu,15/09/2025,2014,Máy xăng,MPV,Xe cũ,115.000 km,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2014-20mt-aidxc23366126,288,115000
23371638,Toyota Innova 2.0V 2014,375 triệu,30/09/2025,2014,Máy xăng,MPV,Xe cũ,150.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2014-20v-150000-km-aidxc23371638,375,150000
23369989,Toyota Innova 2.0E 2014,289 triệu,25/09/2025,2014,Máy xăng,MPV,Xe cũ,100.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2014-e-100000-km-aidxc23369989,289,100000
23368623,Toyota Innova 2.0E 2014,295 triệu,21/09/2025,2014,Máy xăng,MPV,Xe cũ,80.000 km,Số sàn,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2014-e-80000-km-aidxc23368623,295,80000
23370891,Toyota Innova 2.0V 2014,285 triệu,27/09/2025,2014,Máy xăng,MPV,Xe cũ,168.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2014-v-168000-km-aidxc23370891,285,168000
23367070,Toyota Innova 2.0V 2014,310 triệu,17/09/2025,2014,Máy xăng,MPV,Xe cũ,90.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2014-v-90000-km-aidxc23367070,310,90000
23374637,Toyota Innova 2.0E 2015,295 triệu,8/10/2025,2015,Máy xăng,MPV,Xe cũ,165.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2015-e-165000-km-aidxc23374637,295,165000
23368866,Toyota Innova 2.0G 2015,355 triệu,22/09/2025,2015,Máy xăng,MPV,Xe cũ,85.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2015-g-tu-dong-aidxc23368866,355,85000
23371756,Toyota Innova 2.0E 2015,279 triệu,30/09/2025,2015,Máy xăng,MPV,Xe cũ,113.001 km,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2015-so-san-mau-bac-aidxc23371756,279,113001
23372664,Toyota Innova 2.0E 2016,289 triệu,3/10/2025,2016,Máy xăng,MPV,Xe cũ,125.473 km,Số sàn,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2016-20e-125473-km-aidxc23372664,289,125473
23373121,Toyota Innova 2.0E 2016,288 triệu,4/10/2025,2016,Máy xăng,MPV,Xe cũ,115.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2016-20e-aidxc23373121,288,115000
23365837,Toyota Innova 2.0V 2016,358 triệu,15/09/2025,2016,Máy xăng,MPV,Xe cũ,93.735 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2016-20v-95000-km-aidxc23365837,358,93735
23365540,Toyota Innova 2016,305 triệu,14/09/2025,2016,Máy xăng,MPV,Xe cũ,70.000 km,Số sàn,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2016-70000-km-aidxc23365540,305,70000
23374830,Toyota Innova 2.0E 2016,287 triệu,9/10/2025,2016,Máy xăng,MPV,Xe cũ,87.000 km,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2016-87000-km-chinh-chu-gia-dinh-aidxc23374830,287,87000
23373576,Toyota Innova 2.0V 2016,469 triệu,6/10/2025,2016,Máy xăng,MPV,Xe cũ,131.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2016-xe-1-chu-bh-1-nam-aidxc23373576,469,131000
23372571,Toyota Innova 2017,420 triệu,3/10/2025,2017,Máy xăng,MPV,Xe cũ,100.000 km,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2017-100000-km-aidxc23372571,420,100000
23369901,Toyota Innova 2.0 Venturer AT 2017,495 triệu,24/09/2025,2017,Máy xăng,MPV,Xe cũ,73.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2017-20at-venturer-73nghin-km-aidxc23369901,495,73000
23372781,Toyota Innova 2.0E 2017,410 triệu,3/10/2025,2017,Máy xăng,MPV,Xe cũ,12.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2017-20e-12000-km-aidxc23372781,410,12000
23375437,Toyota Innova 2.0E 2017,400 triệu,10/10/2025,2017,Máy xăng,MPV,Xe cũ,120.143 km,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2017-20e-120143-km-aidxc23375437,400,120143
23365229,Toyota Innova 2.0E 2017,375 triệu,13/09/2025,2017,Máy xăng,MPV,Xe cũ,93.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2017-20e-93000-km-aidxc23365229,375,93000
23372944,Toyota Innova 2.0E 2017,375 triệu,4/10/2025,2017,Máy xăng,MPV,Xe cũ,96.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2017-20e-96000-km-aidxc23372944,375,96000
23368531,Toyota Innova 2.0G 2017,491 triệu,21/09/2025,2017,Máy xăng,MPV,Xe cũ,68.000 km,Số tự động,Trong nước,Bình Thạnh - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2017-20g-7c-tu-dong-hang-bh-1-nam-aidxc23368531,491,68000
23365651,Toyota Innova 2.0E 2018,435 triệu,14/09/2025,2018,Máy xăng,MPV,Xe cũ,114.500 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2018-20e-114500-km-aidxc23365651,435,114500
23374006,Toyota Innova 2.0E 2018,430 triệu,7/10/2025,2018,Máy xăng,MPV,Xe cũ,114.642 km,Số tự động,Nhập khẩu,Tân Bình - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2018-20e-114642-km-gia-con-giam-aidxc23374006,430,114642
23365217,Toyota Innova 2.0E 2018,380 triệu,13/09/2025,2018,Máy xăng,MPV,Xe cũ,115 km,Số sàn,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2018-20e-115-km-aidxc23365217,380,115
23373625,Toyota Innova 2.0E 2018,435 triệu,6/10/2025,2018,Máy xăng,Van/Minivan,Xe cũ,115.000 km,Số sàn,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2018-20e-115000-km-gia-con-giam-aidxc23373625,435,115000
23372782,Toyota Innova 2.0E 2018,410 triệu,3/10/2025,2018,Máy xăng,MPV,Xe cũ,120.000 km,Số sàn,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2018-20e-120000-km-tuyet-dep-aidxc23372782,410,120000
23370600,Toyota Innova 2.0E 2018,395 triệu,26/09/2025,2018,Máy xăng,MPV,Xe cũ,160.000 km,Số tự động,Nhập khẩu,Tân Phú - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2018-20e-160000-km-aidxc23370600,395,160000
23369184,Toyota Innova 2.0E 2018,390 triệu,23/09/2025,2018,Máy xăng,MPV,Xe cũ,162.989 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2018-20e-162989-km-aidxc23369184,390,162989
23372486,Toyota Innova 2.0E 2018,428 triệu,2/10/2025,2018,Máy xăng,MPV,Xe cũ,49.000 km,Số sàn,Trong nước,Bình Thạnh - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2018-20e-49000-km-7-c-so-san-aidxc23372486,428,49000
23372666,Toyota Innova 2.0E 2018,430 triệu,3/10/2025,2018,Máy xăng,MPV,Xe cũ,114.000 km,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2018-20e-mau-dong-anh-kim-aidxc23372666,430,114000
23375263,Toyota Innova 2.0E 2018,429 triệu,10/10/2025,2018,Máy xăng,MPV,Xe cũ,90.000 km,Số sàn,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2018-20e-so-san-mau-bac-aidxc23375263,429,90000
23374179,Toyota Innova 2.0E 2018,435 triệu,7/10/2025,2018,Máy xăng,MPV,Xe cũ,114.642 km,Số sàn,Trong nước,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2018-20e-xe-dep-gia-con-tl-aidxc23374179,435,114642
23370130,Toyota Innova 2.0G 2018,520 triệu,25/09/2025,2018,Máy xăng,MPV,Xe cũ,76.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2018-20g-xe-chu-giu-gin-aidxc23370130,520,76000
23375432,Toyota Innova 2.0G 2018,545 triệu,10/10/2025,2018,Máy xăng,MPV,Xe cũ,84.625 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2018-20g-xe-con-keng-co-thuong-thao-gia-aidxc23375432,545,84625
23374522,Toyota Innova 2018,335 triệu,8/10/2025,2018,Máy xăng,MPV,Xe cũ,50.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2018-tai-tp-aidxc23374522,335,82159.70347
23368772,Toyota Innova 2.0 Venturer AT 2018,475 triệu,22/09/2025,2018,Máy xăng,MPV,Xe cũ,90.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2018-venturer-90000-km-aidxc23368772,475,90000
23372996,Toyota Innova 2.0 Venturer AT 2018,535 triệu,4/10/2025,2018,Máy xăng,MPV,Xe cũ,92.385 km,Số tự động,Nhập khẩu,Gò Vấp - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2018-venturer-xe-gia-dinh-it-dixe-zin-dep-aidxc23372996,535,92385
23368174,Toyota Innova 2.0E 2019,490 triệu,20/09/2025,2019,Máy xăng,MPV,Xe cũ,103.000 km,Số sàn,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2019-20e-103000-bao-hanh-chinh-hang-aidxc23368174,490,103000
23371381,Toyota Innova 2.0E 2019,480 triệu,29/09/2025,2019,Máy xăng,MPV,Xe cũ,103.235 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2019-20e-103235-km-aidxc23371381,480,103235
23365946,Toyota Innova 2.0E 2019,475 triệu,15/09/2025,2019,Máy xăng,MPV,Xe cũ,135.830 km,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2019-20e-135830-km-gia-con-giam-aidxc23365946,475,135830
23367133,Toyota Innova 2.0E 2019,380 triệu,17/09/2025,2019,Máy xăng,MPV,Xe cũ,140.000 km,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2019-20e-140000-km-aidxc23367133,380,140000
23371959,Toyota Innova 2.0E 2019,430 triệu,1/10/2025,2019,Máy xăng,MPV,Xe cũ,140.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2019-20e-140000-km-aidxc23371959,430,140000
23368696,Toyota Innova 2.0E 2019,430 triệu,21/09/2025,2019,Máy xăng,MPV,Xe cũ,180.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2019-20e-180000-km-430tr-con-tl-aidxc23368696,430,180000
23368972,Toyota Innova 2.0E 2019,475 triệu,22/09/2025,2019,Máy xăng,MPV,Xe cũ,61.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-innova-hcm/2019-20e-61000-km-aidxc23368972,475,61000
