Mã bản tin,Tên xe,Giá tiền,Ngày đăng tin,Năm sản xuất,Nhiên liệu,Kiểu dáng,Tình trạng,Số km đã đi,Hộp số,Xuất xứ,Địa điểm,URL,Giá tiền (triệu),Số km đã đi (km)
23369044,Ford Everest Titanium 2.0 AT 4x2 2022,1 tỉ 159 triệu,22/09/2025,0.833333333,Máy xăng,SUV,Xe cũ,50.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/2022-titanium-20l-at-gia-con-tl-aidxc23369044,0.788235294,0.453917997
23371685,Ford Everest Titanium 2.0 AT 4x2 2022,945 triệu,30/09/2025,0.833333333,Máy dầu,SUV,Xe cũ,30.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/2022-titanium-4x2-at-luot-3v-km-aidxc23371685,0.640138408,0.165741247
23373381,Ford Everest 3.2L 4x4 AT Titanium Plus 2022,1 tỉ 290 triệu,5/10/2025,0.833333333,Máy xăng,SUV,Xe cũ,21.000 km,Số tự động,Nhập khẩu,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/2022-titanium-plus-20l-4x4-at-aidxc23373381,0.878892734,0.116017216
23366030,Ford Everest Sport 2.0 AT 4x2 2023,1 tỉ 120 triệu,15/09/2025,0.888888889,Máy xăng,SUV,Xe cũ,39.390 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/2023-sport-20-at-4x2-39390-km-aidxc23366030,0.761245675,0.217619987
23365684,Ford Everest Sport 2.0L ST5 6AT 2x2 2023,1 tỉ 120 triệu,14/09/2025,0.888888889,Máy xăng,SUV,Xe cũ,39.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/2023-sport-20l-4x2-at-39000-km-aidxc23365684,0.761245675,0.215465279
23369777,Ford Everest Sport 2.0 AT 4x2 2023,1 tỉ 099 triệu,24/09/2025,0.888888889,Máy xăng,SUV,Xe cũ,59.000 km,Số tự động,Nhập khẩu,Quận 12 - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/2023-sport-4x2-59000-km-xanh-cuc-hiem-aidxc23369777,0.746712803,0.325963127
23364996,Ford Everest Sport 2.0 AT 4x2 2023,1 tỉ 135 triệu,12/9/2025,0.888888889,Máy xăng,SUV,Xe cũ,21.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/2023-sport-4x2-at-21000-km-sieu-luot-aidxc23364996,0.771626298,0.116017216
23364781,Ford Everest 2023,1 tỉ 185 triệu,12/9/2025,0.888888889,Máy xăng,SUV,Xe cũ,33.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/2023-tai-tp-aidxc23364781,0.806228374,0.182315924
23366609,Ford Everest Titanium 2.0 AT 4x2 2023,1 tỉ 190 triệu,16/09/2025,0.888888889,Máy xăng,SUV,Xe cũ,32.000 km,Số tự động,Nhập khẩu,Gò Vấp - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/2023-titanium-20-at-4x2-32000-km-aidxc23366609,0.809688581,0.176791032
23374043,Ford Everest 2023,1 tỉ 300 triệu,7/10/2025,0.888888889,Máy xăng,SUV,Xe cũ,71.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/2023-titanium-20-at-4x4-71000-km-aidxc23374043,0.885813149,0.392261836
23366625,Ford Everest Titanium 2.2L 4x2 AT 2023,1 tỉ 190 triệu,16/09/2025,0.888888889,Máy xăng,SUV,Xe cũ,32.000 km,Số tự động,Nhập khẩu,Gò Vấp - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/2023-titanium-20l-4x2-at-32000-km-aidxc23366625,0.809688581,0.176791032
23367122,Ford Everest Titanium 2.2L 4x2 AT 2023,1 tỉ 100 triệu,17/09/2025,0.888888889,Máy xăng,SUV,Xe cũ,33.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/2023-titanium-20l-4x2-at-33000-km-aidxc23367122,0.747404844,0.182315924
23366411,Ford Everest Titanium 2.0 AT 4x2 2023,1 tỉ 200 triệu,16/09/2025,0.888888889,Máy xăng,SUV,Xe cũ,40.000 km,Số tự động,Nhập khẩu,Quận 1 - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/2023-titanium-20l-4x2-at-40000km-gia-tl-aidxc23366411,0.816608997,0.220990171
23372519,Ford Everest Titanium 2.2L 4x2 AT 2023,1 tỉ 165 triệu,2/10/2025,0.888888889,Máy xăng,SUV,Xe cũ,51.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/2023-titanium-20l-4x2-at-51000-km-aidxc23372519,0.792387543,0.281763988
23369413,Ford Everest Titanium 2.0L AT 4WD 2023,1 tỉ 355 triệu,23/09/2025,0.888888889,Máy dầu,SUV,Xe cũ,37.000 km,Số tự động,Nhập khẩu,Thuận An - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/2023-titanium-4x4-sieu-luot-aidxc23369413,0.923875433,0.204415494
23365318,Ford Everest Titanium 2.0L AT 4WD 2024,1 tỉ 250 triệu,13/09/2025,0.944444444,Máy xăng,SUV,Xe cũ,9.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/2024-9000-km-aidxc23365318,0.851211073,0.049718507
23364131,Ford Everest Platinum 2.0L 4x4 AT 2024,1 tỉ 360 triệu,11/9/2025,0.944444444,Máy dầu,SUV,Xe cũ,20.166 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/2024-platinum-20l-4x4-at-20166-km-aidxc23364131,0.92733564,0.111409455
23374198,Ford Everest Sport 2.0L ST5 6AT 2x2 2024,1 tỉ 150 triệu,7/10/2025,0.944444444,Máy xăng,SUV,Xe cũ,12.600 km,Số tự động,Nhập khẩu,Bình Thạnh - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/2024-sport-20l-4x2-at-12600-km-aidxc23374198,0.78200692,0.069608119
23365665,Ford Everest Titanium 2.0L AT 4WD 2024,1 tỉ 380 triệu,14/09/2025,0.944444444,Máy xăng,SUV,Xe cũ,20.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/2024-titanium-20-at-4x4-20000-km-aidxc23365665,0.941176471,0.110492323
23367380,Ford Everest Titanium 2.0L AT 4WD 2020,865 triệu,18/09/2025,0.722222222,Máy dầu,SUV,Xe cũ,76.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/20l-titanium-1c2020-aidxc23367380,0.584775087,0.419886298
23227590,Ford Everest 2024,1 tỉ 439 triệu,14/02/2025,0.944444444,Máy xăng,SUV,Xe cũ,7.000 km,Số tự động,Nhập khẩu,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/2211o16thu-mua-nhanhxe-bao-deptan-tu-quy-aidxc23227590,0.98200692,0.038668722
23370933,Ford Everest 2.5 MT 2011,285 triệu,27/09/2025,0.222222222,Máy dầu,SUV,Xe cũ,50.000 km,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/25l-4x2-mt-2011-285-trieu-aidxc23370933,0.183391003,0.453917997
23227979,Ford Everest 2023,1 tỉ 235 triệu,14/02/2025,0.888888889,Máy xăng,SUV,Xe cũ,27.000 km,Số tự động,Nhập khẩu,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/27000km6111o54xe-bao-deptang-8-trieutan-tu-quy-0914454749-aidxc23227979,0.84083045,0.14916657
23313306,Ford Everest 2.0L ST5 10AT 4x4 Titanium 2019,930 triệu,18/04/2025,0.666666667,Máy dầu,SUV,Xe cũ,45.000 km,Số tự động,Trong nước,Tân Phú - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/7-cho-rong-rai-dan-dong-2-cau-da-nang-aidxc23313306,0.629757785,0.248614633
23359249,Ford Everest 2.5 AT 2008,290 triệu,27/08/2025,0.055555556,Máy dầu,SUV,Xe cũ,75.000 km,Số tự động,Trong nước,Bình Tân - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/75000km-mot-doi-chu-aidxc23359249,0.186851211,0.414361405
23341350,Ford Everest 2.0L ST5 10AT 4x4 Titanium 2023,1 tỉ 369 triệu,15/07/2025,0.888888889,Máy dầu,SUV,Xe cũ,27.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/all-black-cuc-dep-odo-27000km-aidxc23341350,0.933564014,0.14916657
23375512,Ford Everest 2016,595 triệu,10/10/2025,0.5,Máy dầu,SUV,Xe cũ,115.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/at-dau-san-xuat-2016-gia-dinh-aidxc23375512,0.397923875,0.635357101
23217780,Ford Everest Limited 2015,379 triệu,30/09/2025,0.444444444,Máy dầu,SUV,Xe cũ,89.000 km,Số tự động,Trong nước,Gò Vấp - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/ban-re-ban-limited-so-tu-dong-may-dau-zin-a-z-tuyet-dep-aidxc23217780,0.248442907,0.491709899
23341467,Ford Everest Limited 2015,388 triệu,15/07/2025,0.444444444,Máy dầu,SUV,Xe cũ,88.000 km,Số tự động,Trong nước,Bình Chánh - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/ban-re-hoac-doi-xe-nho-hon-xe-chat-luong-cao-noi-tieng-cua-my-aidxc23341467,0.25467128,0.486185007
23337191,Ford Everest 2022,1 tỉ 270 triệu,3/7/2025,0.833333333,Máy dầu,SUV,Xe cũ,66.800 km,Số tự động,Nhập khẩu,Gò Vấp - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/ban-titanium-2-cau-mau-do-cam-rat-dep-aidxc23337191,0.865051903,0.369057288
23339259,Ford Everest 2.5 MT 2018,620 triệu,8/7/2025,0.611111111,Máy dầu,SUV,Xe cũ,62.572 km,Số sàn,Nhập khẩu,Quận 5 - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/ban-xe-chinh-chu-phap-ly-day-du-dang-kiem-den-het-2026-aidxc23339259,0.415224913,0.345698043
23321220,Ford Everest Titanium 2.0 AT 4x2 2019,830 triệu,12/6/2025,0.666666667,Máy xăng,SUV,Xe cũ,55.000 km,Số tự động,Trong nước,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/cam-cavet-o-to-gia-caothu-mua-gia-caotan-tu-quy-aidxc23321220,0.560553633,0.303863557
23303167,Ford Everest Titanium 2.0 AT 4x2 2022,1 tỉ 182 triệu,3/6/2025,0.833333333,Máy xăng,SUV,Xe cũ,34.000 km,Số tự động,Trong nước,Tân Phú - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/cam-ket-khong-dam-dung-ngap-nuoc-aidxc23303167,0.804152249,0.187840817
23375351,Ford Everest 2.5 MT 2008,225 triệu,10/10/2025,0.055555556,Máy dầu,SUV,Xe cũ,99.999 km,Số sàn,Nhập khẩu,Bình Tân - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/can-ban-25-turbo-aidxc23375351,0.141868512,0.55247819
23307752,Ford Everest Titanium 2.0L AT 4WD 2022,1 tỉ 360 triệu,5/4/2025,0.833333333,Máy dầu,SUV,Xe cũ,4.600 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/can-ban-ban-full-2-cau-2022-aidxc23307752,0.92733564,0.02540898
23364510,Ford Everest 2.5 MT 2019,615 triệu,11/9/2025,0.666666667,Máy xăng,SUV,Xe cũ,65.000 km,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/can-ban-everet-aidxc23364510,0.411764706,0.359112481
23370676,Ford Everest Titanium 2.0L AT 4WD 2019,855 triệu,26/09/2025,0.666666667,Máy dầu,SUV,Xe cũ,88.000 km,Số tự động,Nhập khẩu,Hóc Môn - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/can-ban-titanium-20l-biturbo-2-cau-2019-aidxc23370676,0.577854671,0.486185007
23371170,Ford Everest 2012,385 triệu,28/09/2025,0.277777778,Máy dầu,SUV,Xe cũ,75 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/can-van-xe-2012-may-dauso-tu-dong-aidxc23371170,0.252595156,0.000408842
23321189,Ford Everest Titanium 2.0 AT 4x2 2021,950 triệu,13/05/2025,0.777777778,Máy dầu,SUV,Xe cũ,25.000 km,Số tự động,Trong nước,Quận 12 - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/chat-xe-con-rat-dep-may-so-nguyen-zin-aidxc23321189,0.643598616,0.138116785
23333204,Ford Everest Sport 2.0 AT 4x2 2021,880 triệu,17/06/2025,0.777777778,Máy dầu,SUV,Xe cũ,61.000 km,Số tự động,Nhập khẩu,Tân Phú - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/chat-xe-dep-ho-tro-ngan-hang-lai-suat-thap-aidxc23333204,0.595155709,0.337012912
23336859,Ford Everest Titanium 2.0L AT 4WD 2021,957 triệu,2/7/2025,0.777777778,Máy dầu,SUV,Xe cũ,55.607 km,Số tự động,Nhập khẩu,Gò Vấp - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/dac-quyen-tu-hang-gia-tot-giao-xe-ngay-aidxc23336859,0.648442907,0.307217167
23351315,Ford Everest Titanium 2.0 AT 4x2 2022,1 tỉ 198 triệu,6/8/2025,0.833333333,Máy dầu,SUV,Xe cũ,31.000 km,Số tự động,Nhập khẩu,Gò Vấp - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/dky-2023-xe-con-moi-den-90-aidxc23351315,0.815224913,0.17126614
23350966,Ford Everest Titanium 2.0L AT 4WD 2023,1 tỉ 330 triệu,5/9/2025,0.888888889,Máy dầu,SUV,Xe cũ,50.000 km,Số tự động,Nhập khẩu,Tân Phú - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/do-cam-hiembao-duong-chinh-hang-aidxc23350966,0.906574394,0.276239095
23337714,Ford Everest Titanium 2.0 AT 4x2 2022,995 triệu,5/7/2025,0.833333333,Máy dầu,SUV,Xe cũ,39.800 km,Số tự động,Nhập khẩu,Gò Vấp - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/doi-cao-di-luot-nuoc-son-con-rat-dep-aidxc23337714,0.674740484,0.219885193
23352406,Ford Everest Titanium 2.0 AT 4x2 2020,870 triệu,9/8/2025,0.722222222,Máy dầu,SUV,Xe cũ,39.000 km,Số tự động,Nhập khẩu,Gò Vấp - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/full-black-manh-me-xe-hang-gia-tot-aidxc23352406,0.588235294,0.215465279
23364873,Ford Everest Titanium 2.0 AT 4x2 2019,775 triệu,12/9/2025,0.666666667,Máy dầu,SUV,Xe cũ,51.000 km,Số tự động,Nhập khẩu,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/gd-ban-doi-xe-titanium-1-cau-2019-aidxc23364873,0.522491349,0.281763988
23330539,Ford Everest Sport 2.0 AT 4x2 2014,880 triệu,9/6/2025,0.388888889,Máy dầu,SUV,Xe cũ,61.000 km,Số tự động,Trong nước,Tân Phú - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/gia-chi-880-trieu-xe-con-moi-dep-aidxc23330539,0.595155709,0.337012912
23368343,Ford Everest Titanium 2.0 AT 4x2 2022,1 tỉ 130 triệu,20/09/2025,0.833333333,Máy dầu,SUV,Xe cũ,48.000 km,Số tự động,Nhập khẩu,Tân Phú - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/gia-tot-cho-chiec-suv-manh-me-aidxc23368343,0.76816609,0.26518931
23372472,Ford Everest Sport 2.0 AT 4x2 2023,1 tỉ 095 triệu,2/10/2025,0.888888889,Máy xăng,SUV,Xe cũ,21.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/hang-ban-2023-sport-21000-km-aidxc23372472,0.743944637,0.116017216
23318669,Ford Everest 2019,728 triệu,7/5/2025,0.666666667,Loại khác,SUV,Xe cũ,68.000 km,Số tự động,Nhập khẩu,Quận 12 - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/ho-tro-tra-gop-70-aidxc23318669,0.489965398,0.375687158
23367967,Ford Everest 2.5 AT 2009,280 triệu,19/09/2025,0.111111111,Máy dầu,SUV,Xe cũ,170.000 km,Số tự động,Trong nước,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/len-doi-can-ban-xe-aidxc23367967,0.179930796,0.939226184
23367902,Ford Everest Titanium 2.0L AT 4WD 2023,1 tỉ 185 triệu,19/09/2025,0.888888889,Máy xăng,SUV,Xe cũ,28.000 km,Số tự động,Nhập khẩu,Gò Vấp - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/luot-nhe-2023-titanium-nhu-moi-dep-aidxc23367902,0.806228374,0.154691462
23339834,Ford Everest 2.5 AT 2011,325 triệu,11/7/2025,0.222222222,Máy dầu,SUV,Xe cũ,120.000 km,Số tự động,Trong nước,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/manh-me-ben-bi-1-chu-con-qua-dep-kho-kiem-duoc-chiec-thu-2-aidxc23339834,0.211072664,0.662981563
23315376,Ford Everest Titanium 2.0L AT 4WD 2023,1 tỉ 320 triệu,24/04/2025,0.888888889,Máy dầu,SUV,Xe cũ,56.000 km,Số tự động,Nhập khẩu,Quận 2 - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/mau-den-aidxc23315376,0.899653979,0.30938845
23335489,Ford Everest 2.0L ST5 6AT 2WD Titanium 2016,625 triệu,25/06/2025,0.5,Máy dầu,SUV,Xe cũ,97.000 km,Số tự động,Nhập khẩu,Bình Tân - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/mau-den-aidxc23335489,0.418685121,0.535909038
23325038,Ford Everest Titanium 2.0 AT 4x2 2020,835 triệu,21/06/2025,0.722222222,Máy dầu,SUV,Xe cũ,59.000 km,Số tự động,Nhập khẩu,Quận 2 - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/mau-den-odo-59000-km-aidxc23325038,0.564013841,0.325963127
23343885,Ford Everest Titanium 2.2L 4x2 AT 2020,855 triệu,20/07/2025,0.722222222,Máy dầu,SUV,Xe cũ,80.000 km,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/may-dau-tiet-kiem-1-chu-tu-dau-aidxc23343885,0.577854671,0.441985867
23368626,Ford Everest Titanium 2.0 AT 4x2 2022,1 tỉ 110 triệu,21/09/2025,0.833333333,Máy dầu,SUV,Xe cũ,36.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/mode2023-titanium-20l-at-4x2-36000-km-aidxc23368626,0.75432526,0.198890602
23293796,Ford Everest Titanium 2.0L AT 4WD 2020,990 triệu,10/4/2025,0.722222222,Máy dầu,SUV,Xe cũ,28.500 km,Số tự động,Nhập khẩu,Tân Phú - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/nhap-khau-thai-lan-1-chu-mua-moi-tu-dau-aidxc23293796,0.671280277,0.157453909
23325286,Ford Everest Titanium 2.0L AT 4WD 2019,828 triệu,21/05/2025,0.666666667,Máy xăng,SUV,Xe cũ,50.000 km,Số tự động,Nhập khẩu,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/nhap-khau-thai-lan-dong-co-20-turbo-aidxc23325286,0.55916955,0.276239095
23303401,Ford Everest 2.0L ST5 10AT 4x4 Titanium 2022,1 tỉ 375 triệu,27/03/2025,0.833333333,Máy dầu,SUV,Xe cũ,56.000 km,Số tự động,Trong nước,Tân Phú - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/nhap-thai-xe-dep-tiet-kiem-hon-xe-moi-200-trieu-aidxc23303401,0.937716263,0.30938845
23325295,Ford Everest Titanium 2.0 AT 4x2 2019,835 triệu,21/06/2025,0.666666667,Máy xăng,SUV,Xe cũ,59.000 km,Số tự động,Nhập khẩu,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/noi-that-den-sang-trong-aidxc23325295,0.564013841,0.325963127
23297026,Ford Everest Titanium 2.0L AT 4WD 2020,975 triệu,26/04/2025,0.722222222,Máy dầu,SUV,Xe cũ,65.000 km,Số tự động,Nhập khẩu,Tân Phú - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/phien-ban-2-cau-manh-me-da-nang-aidxc23297026,0.660899654,0.359112481
23345817,Ford Everest Titanium 2.0 AT 4x2 2020,855 triệu,24/07/2025,0.722222222,Máy dầu,SUV,Xe cũ,80.000 km,Số tự động,Trong nước,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/phu-hop-gia-dinh-hoac-cong-viec-bien-dep-giu-gin-ky-aidxc23345817,0.577854671,0.441985867
23340862,Ford Everest Titanium 2.0L AT 4WD 2022,1 tỉ 130 triệu,14/07/2025,0.833333333,Máy xăng,SUV,Xe cũ,28.000 km,Số tự động,Trong nước,Quận 12 - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/phu-kien-di-kem-phim-cach-nhiet-lot-san-duc-aidxc23340862,0.76816609,0.154691462
23359665,Ford Everest Titanium 2.0 AT 4x2 2025,1 tỉ 319 triệu,28/08/2025,1,Máy dầu,SUV,Xe cũ,01 km,Số tự động,Trong nước,Tân Phú - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/qua-hot-xe-suv-7-cho-moi-100-chua-lan-banh-aidxc23359665,0.898961938,0
23349038,Ford Everest Sport 2.0 AT 4x2 2025,1 tỉ 250 triệu,30/07/2025,1,Máy dầu,SUV,Xe cũ,377 km,Số tự động,Nhập khẩu,Gò Vấp - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/san-xe-giao-ngay-phu-kien-len-day-du-aidxc23349038,0.851211073,0.00207736
23367121,Ford Everest 4x4 2022,1 tỉ 022 triệu,17/09/2025,0.833333333,Máy dầu,SUV,Xe cũ,29.000 km,Số tự động,Nhập khẩu,Gò Vấp - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/sieu-cop-2022-4x4at-nguyen-zin-aidxc23367121,0.693425606,0.160216355
23353679,Ford Everest Sport 2.0 AT 4x2 2023,1 tỉ 133 triệu,13/08/2025,0.888888889,Máy dầu,SUV,Xe cũ,21.000 km,Số tự động,Nhập khẩu,Quận 12 - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/sieu-luot-bao-duong-hang-ho-tro-vay-70-thuong-luong-aidxc23353679,0.770242215,0.116017216
23303404,Ford Everest 2.0L ST5 6AT 2WD Titanium 2023,1 tỉ 230 triệu,27/03/2025,0.888888889,Máy dầu,SUV,Xe cũ,2.200 km,Số tự động,Trong nước,Tân Phú - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/sieu-luot-nhap-thai-khong-khac-gi-xe-moi-tiet-kiem-duoc-200trieu-aidxc23303404,0.837370242,0.012149238
23338882,Ford Everest Titanium 2.0L AT 4WD 2022,995 triệu,8/7/2025,0.833333333,Máy dầu,SUV,Xe cũ,57.000 km,Số tự động,Nhập khẩu,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/sieu-pham-danh-cho-gia-dinh-nguoi-me-off-road-aidxc23338882,0.674740484,0.314913342
23334960,Ford Everest Titanium 2.2L 4x2 AT 2016,625 triệu,23/06/2025,0.5,Máy dầu,SUV,Xe cũ,97.000 km,Số tự động,Nhập khẩu,Bình Tân - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/so-km-da-di-97000-km-aidxc23334960,0.418685121,0.535909038
23371615,Ford Everest Sport 2.0 AT 4x2 2023,1 tỉ 120 triệu,30/09/2025,0.888888889,Máy xăng,SUV,Xe cũ,39.000 km,Số tự động,Nhập khẩu,Quận 1 - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/sport-1-cau-2023-39000-km-aidxc23371615,0.761245675,0.215465279
23374557,Ford Everest Sport 2.0 AT 4x2 2024,1 tỉ 150 triệu,8/10/2025,0.944444444,Máy xăng,SUV,Xe cũ,12.600 km,Số tự động,Nhập khẩu,Đống Đa - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/sport-1-cau-2024-12600-km-aidxc23374557,0.78200692,0.069608119
23374296,Ford Everest Sport 2.0 AT 4x2 2024,1 tỉ 125 triệu,7/10/2025,0.944444444,Máy xăng,SUV,Xe cũ,22.000 km,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/sport-2024-aidxc23374296,0.764705882,0.121542108
23325266,Ford Everest Sport 2.0L ST5 6AT 2x2 2021,865 triệu,21/05/2025,0.777777778,Máy dầu,SUV,Xe cũ,85.000 km,Số tự động,Trong nước,Tân Phú - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/suv-7-cho-gam-cao-da-nang-ban-sport-the-thao-ca-tinh-aidxc23325266,0.584775087,0.469610329
23341585,Ford Everest Titanium 2.0 AT 4x2 2023,1 tỉ 187 triệu,15/07/2025,0.888888889,Máy dầu,SUV,Xe cũ,33.000 km,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/suv-7-cho-nhap-khau-thai-lan-chat-luong-cao-aidxc23341585,0.807612457,0.182315924
23338345,Ford Everest Titanium 2.0 AT 4x2 2021,930 triệu,6/7/2025,0.777777778,Máy dầu,SUV,Xe cũ,56.000 km,Số tự động,Trong nước,Tân Phú - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/suv-7-cho-rong-rai-gam-chac-chat-xe-nhu-moi-aidxc23338345,0.629757785,0.30938845
23338339,Ford Everest Titanium 2.0L AT 4WD 2022,1 tỉ 315 triệu,6/7/2025,0.833333333,Máy dầu,SUV,Xe cũ,55.000 km,Số tự động,Trong nước,Tân Phú - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/suv-ban-chay-nhat-hien-nay-tiet-kiem-hon-xe-moi-300tr-aidxc23338339,0.896193772,0.303863557
23365252,Ford Everest Limited 2014,415 triệu,13/09/2025,0.388888889,Máy dầu,SUV,Xe cũ,92.000 km,Số tự động,Trong nước,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-ford-everest-hcm/sx-2014-limited-may-moc-nguyen-zin-aidxc23365252,0.273356401,0.508284576
